/private/tmp/claude-501/-Users-alirezadaghigh-Desktop-dlbench/764a3367-4ea1-4d62-8662-29bca56addf7/scratchpad/venv/lib/python3.9/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
[07-02 10:27:27] ===== FEWSHOT-RANDOM START | green tasks: 415 =====
[07-02 10:27:27] ===== PHASE: dlbench-fewshot-random-claude-sonnet =====
[07-02 10:27:59] [fail    ] fewshot_random_claude-sonnet DLBench/0
[07-02 18:42:49] [pass    ] fewshot_random_deepseek-v4-pro DLBench/256
[07-02 18:43:10] [fail    ] fewshot_random_deepseek-v4-pro DLBench/257
[07-02 18:43:53] [pass    ] fewshot_random_deepseek-v4-pro DLBench/258
[07-02 18:44:35] [patch_error] fewshot_random_deepseek-v4-pro DLBench/259
[07-02 18:44:56] [no_code ] fewshot_random_deepseek-v4-pro DLBench/260
[07-02 18:45:34] [pass    ] fewshot_random_deepseek-v4-pro DLBench/261
[07-02 18:47:17] [error   ] fewshot_random_deepseek-v4-pro DLBench/262
[07-02 18:47:46] [patch_error] fewshot_random_deepseek-v4-pro DLBench/263
[07-02 18:50:47] [fail    ] fewshot_random_deepseek-v4-pro DLBench/264
[07-02 18:51:44] [patch_error] fewshot_random_deepseek-v4-pro DLBench/265
[07-02 18:52:06] [pass    ] fewshot_random_deepseek-v4-pro DLBench/266
[07-02 18:52:20] [pass    ] fewshot_random_deepseek-v4-pro DLBench/267
[07-02 18:52:46] [pass    ] fewshot_random_deepseek-v4-pro DLBench/268
[07-02 18:53:18] [pass    ] fewshot_random_deepseek-v4-pro DLBench/269
[07-02 18:53:49] [fail    ] fewshot_random_deepseek-v4-pro DLBench/27
[07-02 18:54:03] [fail    ] fewshot_random_deepseek-v4-pro DLBench/270
[07-02 18:54:34] [fail    ] fewshot_random_deepseek-v4-pro DLBench/271
[07-02 18:55:03] [fail    ] fewshot_random_deepseek-v4-pro DLBench/273
[07-02 18:55:43] [error   ] fewshot_random_deepseek-v4-pro DLBench/274
[07-02 18:56:56] [pass    ] fewshot_random_deepseek-v4-pro DLBench/275
[07-02 18:57:21] [fail    ] fewshot_random_deepseek-v4-pro DLBench/276
[07-02 18:57:39] [pass    ] fewshot_random_deepseek-v4-pro DLBench/277
[07-02 18:58:10] [no_code ] fewshot_random_deepseek-v4-pro DLBench/278
[07-02 18:58:41] [pass    ] fewshot_random_deepseek-v4-pro DLBench/279
[07-02 18:59:06] [patch_error] fewshot_random_deepseek-v4-pro DLBench/28
[07-02 19:00:48] [error   ] fewshot_random_deepseek-v4-pro DLBench/280
[07-02 19:01:37] [fail    ] fewshot_random_deepseek-v4-pro DLBench/281
[07-02 19:01:49] [pass    ] fewshot_random_deepseek-v4-pro DLBench/282
[07-02 19:02:10] [error   ] fewshot_random_deepseek-v4-pro DLBench/283
[07-02 19:02:46] [no_code ] fewshot_random_deepseek-v4-pro DLBench/284
[07-02 19:03:08] [patch_error] fewshot_random_deepseek-v4-pro DLBench/285
[07-02 19:03:46] [patch_error] fewshot_random_deepseek-v4-pro DLBench/287
[07-02 19:04:39] [no_code ] fewshot_random_deepseek-v4-pro DLBench/289
[07-02 19:05:04] [pass    ] fewshot_random_deepseek-v4-pro DLBench/291
[07-02 19:05:44] [error   ] fewshot_random_deepseek-v4-pro DLBench/292
[07-02 19:07:06] [fail    ] fewshot_random_deepseek-v4-pro DLBench/293
[07-02 19:08:04] [fail    ] fewshot_random_deepseek-v4-pro DLBench/294
[07-02 19:08:28] [patch_error] fewshot_random_deepseek-v4-pro DLBench/296
[07-02 19:08:53] [no_code ] fewshot_random_deepseek-v4-pro DLBench/297
[07-02 19:09:18] [fail    ] fewshot_random_deepseek-v4-pro DLBench/298
[07-02 19:09:49] [fail    ] fewshot_random_deepseek-v4-pro DLBench/299
[07-02 19:10:12] [no_code ] fewshot_random_deepseek-v4-pro DLBench/3
[07-02 19:10:45] [fail    ] fewshot_random_deepseek-v4-pro DLBench/30
[07-02 19:11:11] [pass    ] fewshot_random_deepseek-v4-pro DLBench/300
[07-02 19:11:35] [patch_error] fewshot_random_deepseek-v4-pro DLBench/301
[07-02 19:12:11] [patch_error] fewshot_random_deepseek-v4-pro DLBench/302
[07-02 19:12:53] [pass    ] fewshot_random_deepseek-v4-pro DLBench/303
[07-02 19:13:18] [pass    ] fewshot_random_deepseek-v4-pro DLBench/305
[07-02 19:14:03] [no_code ] fewshot_random_deepseek-v4-pro DLBench/306
[07-02 19:14:44] [fail    ] fewshot_random_deepseek-v4-pro DLBench/308
[07-02 19:16:26] [pass    ] fewshot_random_deepseek-v4-pro DLBench/310
[07-02 19:17:45] [pass    ] fewshot_random_deepseek-v4-pro DLBench/312
[07-02 19:18:29] [fail    ] fewshot_random_deepseek-v4-pro DLBench/313
[07-02 19:19:25] [patch_error] fewshot_random_deepseek-v4-pro DLBench/314
[07-02 19:20:23] [no_code ] fewshot_random_deepseek-v4-pro DLBench/315
[07-02 19:21:00] [no_code ] fewshot_random_deepseek-v4-pro DLBench/316
[07-02 19:22:35] [pass    ] fewshot_random_deepseek-v4-pro DLBench/317
[07-02 19:23:07] [fail    ] fewshot_random_deepseek-v4-pro DLBench/318
[07-02 19:23:37] [fail    ] fewshot_random_deepseek-v4-pro DLBench/320
[07-02 19:24:10] [pass    ] fewshot_random_deepseek-v4-pro DLBench/321
[07-02 19:24:52] [pass    ] fewshot_random_deepseek-v4-pro DLBench/322
[07-02 19:25:20] [pass    ] fewshot_random_deepseek-v4-pro DLBench/323
[07-02 19:25:54] [patch_error] fewshot_random_deepseek-v4-pro DLBench/324
[07-02 19:30:25] [no_code ] fewshot_random_deepseek-v4-pro DLBench/326
[07-02 19:31:43] [fail    ] fewshot_random_deepseek-v4-pro DLBench/33
[07-02 19:32:53] [fail    ] fewshot_random_deepseek-v4-pro DLBench/330
[07-02 19:33:22] [pass    ] fewshot_random_deepseek-v4-pro DLBench/332
[07-02 19:33:58] [pass    ] fewshot_random_deepseek-v4-pro DLBench/333
[07-02 19:34:23] [no_code ] fewshot_random_deepseek-v4-pro DLBench/334
[07-02 19:34:51] [patch_error] fewshot_random_deepseek-v4-pro DLBench/335
[07-02 19:35:13] [pass    ] fewshot_random_deepseek-v4-pro DLBench/336
[07-02 19:39:54] [pass    ] fewshot_random_deepseek-v4-pro DLBench/338
[07-02 19:40:35] [patch_error] fewshot_random_deepseek-v4-pro DLBench/339
[07-02 19:41:14] [patch_error] fewshot_random_deepseek-v4-pro DLBench/34
[07-02 19:41:43] [fail    ] fewshot_random_deepseek-v4-pro DLBench/341
[07-02 19:41:59] [pass    ] fewshot_random_deepseek-v4-pro DLBench/342
[07-02 19:42:13] [pass    ] fewshot_random_deepseek-v4-pro DLBench/343
[07-02 19:42:27] [pass    ] fewshot_random_deepseek-v4-pro DLBench/344
[07-02 19:42:59] [patch_error] fewshot_random_deepseek-v4-pro DLBench/345
[07-02 19:43:26] [error   ] fewshot_random_deepseek-v4-pro DLBench/346
[07-02 19:43:42] [fail    ] fewshot_random_deepseek-v4-pro DLBench/347
[07-02 19:44:02] [no_code ] fewshot_random_deepseek-v4-pro DLBench/348
[07-02 19:45:09] [no_code ] fewshot_random_deepseek-v4-pro DLBench/349
[07-02 19:46:04] [fail    ] fewshot_random_deepseek-v4-pro DLBench/35
[07-02 19:46:44] [fail    ] fewshot_random_deepseek-v4-pro DLBench/350
[07-02 19:47:55] [fail    ] fewshot_random_deepseek-v4-pro DLBench/352
[07-02 19:48:24] [patch_error] fewshot_random_deepseek-v4-pro DLBench/353
[07-02 19:48:44] [no_code ] fewshot_random_deepseek-v4-pro DLBench/354
[07-02 19:48:56] [no_code ] fewshot_random_deepseek-v4-pro DLBench/355
[07-02 19:49:26] [pass    ] fewshot_random_deepseek-v4-pro DLBench/356
[07-02 19:50:04] [fail    ] fewshot_random_deepseek-v4-pro DLBench/357
[07-02 19:50:48] [patch_error] fewshot_random_deepseek-v4-pro DLBench/358
[07-02 19:51:24] [patch_error] fewshot_random_deepseek-v4-pro DLBench/359
[07-02 19:51:42] [pass    ] fewshot_random_deepseek-v4-pro DLBench/36
[07-02 19:52:09] [no_code ] fewshot_random_deepseek-v4-pro DLBench/360
[07-02 19:52:54] [pass    ] fewshot_random_deepseek-v4-pro DLBench/361
[07-02 19:53:28] [patch_error] fewshot_random_deepseek-v4-pro DLBench/362
[07-02 19:53:59] [fail    ] fewshot_random_deepseek-v4-pro DLBench/363
[07-02 19:54:54] [patch_error] fewshot_random_deepseek-v4-pro DLBench/364
[07-02 19:56:59] [patch_error] fewshot_random_deepseek-v4-pro DLBench/365
[07-02 19:57:31] [fail    ] fewshot_random_deepseek-v4-pro DLBench/366
[07-02 19:57:53] [fail    ] fewshot_random_deepseek-v4-pro DLBench/367
[07-02 19:58:24] [pass    ] fewshot_random_deepseek-v4-pro DLBench/368
[07-02 19:58:47] [fail    ] fewshot_random_deepseek-v4-pro DLBench/369
[07-02 19:59:12] [no_code ] fewshot_random_deepseek-v4-pro DLBench/37
[07-02 19:59:45] [fail    ] fewshot_random_deepseek-v4-pro DLBench/371
[07-02 20:00:16] [fail    ] fewshot_random_deepseek-v4-pro DLBench/372
[07-02 20:00:44] [patch_error] fewshot_random_deepseek-v4-pro DLBench/373
[07-02 20:01:00] [fail    ] fewshot_random_deepseek-v4-pro DLBench/374
[07-02 20:01:59] [pass    ] fewshot_random_deepseek-v4-pro DLBench/375
[07-02 20:02:37] [fail    ] fewshot_random_deepseek-v4-pro DLBench/376
[07-02 20:03:06] [patch_error] fewshot_random_deepseek-v4-pro DLBench/377
[07-02 20:04:16] [pass    ] fewshot_random_deepseek-v4-pro DLBench/378
[07-02 20:04:50] [fail    ] fewshot_random_deepseek-v4-pro DLBench/379
[07-02 20:06:03] [fail    ] fewshot_random_deepseek-v4-pro DLBench/38
[07-02 20:06:33] [fail    ] fewshot_random_deepseek-v4-pro DLBench/380
[07-02 20:06:59] [pass    ] fewshot_random_deepseek-v4-pro DLBench/381
[07-02 20:07:25] [fail    ] fewshot_random_deepseek-v4-pro DLBench/382
[07-02 20:07:35] [no_code ] fewshot_random_deepseek-v4-pro DLBench/383
[07-02 20:08:13] [fail    ] fewshot_random_deepseek-v4-pro DLBench/384
[07-02 20:08:39] [patch_error] fewshot_random_deepseek-v4-pro DLBench/386
[07-02 20:10:35] [error   ] fewshot_random_deepseek-v4-pro DLBench/387
[07-02 20:12:05] [fail    ] fewshot_random_deepseek-v4-pro DLBench/388
[07-02 20:12:57] [fail    ] fewshot_random_deepseek-v4-pro DLBench/389
[07-02 20:13:27] [no_code ] fewshot_random_deepseek-v4-pro DLBench/39
[07-02 20:13:50] [pass    ] fewshot_random_deepseek-v4-pro DLBench/390
[07-02 20:14:18] [patch_error] fewshot_random_deepseek-v4-pro DLBench/391
[07-02 20:14:43] [no_code ] fewshot_random_deepseek-v4-pro DLBench/392
[07-02 20:15:08] [pass    ] fewshot_random_deepseek-v4-pro DLBench/393
[07-02 20:16:40] [fail    ] fewshot_random_deepseek-v4-pro DLBench/394
[07-02 20:17:01] [pass    ] fewshot_random_deepseek-v4-pro DLBench/395
[07-02 20:17:50] [patch_error] fewshot_random_deepseek-v4-pro DLBench/396
[07-02 20:18:52] [no_code ] fewshot_random_deepseek-v4-pro DLBench/398
[07-02 20:19:20] [fail    ] fewshot_random_deepseek-v4-pro DLBench/399
[07-02 20:19:50] [fail    ] fewshot_random_deepseek-v4-pro DLBench/4
[07-02 20:20:56] [patch_error] fewshot_random_deepseek-v4-pro DLBench/40
[07-02 20:21:55] [pass    ] fewshot_random_deepseek-v4-pro DLBench/400
[07-02 20:22:19] [no_code ] fewshot_random_deepseek-v4-pro DLBench/401
[07-02 20:22:45] [error   ] fewshot_random_deepseek-v4-pro DLBench/402
[07-02 20:23:10] [no_code ] fewshot_random_deepseek-v4-pro DLBench/403
[07-02 20:23:46] [fail    ] fewshot_random_deepseek-v4-pro DLBench/404
[07-02 20:24:21] [patch_error] fewshot_random_deepseek-v4-pro DLBench/405
[07-02 20:24:40] [pass    ] fewshot_random_deepseek-v4-pro DLBench/406
[07-02 20:25:13] [error   ] fewshot_random_deepseek-v4-pro DLBench/407
[07-02 20:26:21] [no_code ] fewshot_random_deepseek-v4-pro DLBench/408
[07-02 20:26:45] [error   ] fewshot_random_deepseek-v4-pro DLBench/409
[07-02 20:27:09] [fail    ] fewshot_random_deepseek-v4-pro DLBench/410
[07-02 20:28:26] [no_code ] fewshot_random_deepseek-v4-pro DLBench/411
[07-02 20:28:59] [error   ] fewshot_random_deepseek-v4-pro DLBench/412
[07-02 20:29:08] [error   ] fewshot_random_deepseek-v4-pro DLBench/413
[07-02 20:29:38] [pass    ] fewshot_random_deepseek-v4-pro DLBench/414
[07-02 20:30:16] [no_code ] fewshot_random_deepseek-v4-pro DLBench/415
[07-02 20:31:48] [fail    ] fewshot_random_deepseek-v4-pro DLBench/416
[07-02 20:32:52] [patch_error] fewshot_random_deepseek-v4-pro DLBench/417
[07-02 20:33:20] [fail    ] fewshot_random_deepseek-v4-pro DLBench/419
[07-02 20:34:16] [fail    ] fewshot_random_deepseek-v4-pro DLBench/42
[07-02 20:34:27] [pass    ] fewshot_random_deepseek-v4-pro DLBench/420
[07-02 20:34:40] [patch_error] fewshot_random_deepseek-v4-pro DLBench/421
[07-02 20:35:11] [fail    ] fewshot_random_deepseek-v4-pro DLBench/422
[07-02 20:36:08] [fail    ] fewshot_random_deepseek-v4-pro DLBench/423
[07-02 20:36:24] [pass    ] fewshot_random_deepseek-v4-pro DLBench/424
[07-02 20:36:58] [fail    ] fewshot_random_deepseek-v4-pro DLBench/425
[07-02 20:38:38] [fail    ] fewshot_random_deepseek-v4-pro DLBench/426
[07-02 20:39:04] [pass    ] fewshot_random_deepseek-v4-pro DLBench/428
[07-02 20:39:34] [fail    ] fewshot_random_deepseek-v4-pro DLBench/429
[07-02 20:40:27] [patch_error] fewshot_random_deepseek-v4-pro DLBench/430
[07-02 20:40:45] [pass    ] fewshot_random_deepseek-v4-pro DLBench/431
[07-02 20:41:48] [patch_error] fewshot_random_deepseek-v4-pro DLBench/432
[07-02 20:42:14] [patch_error] fewshot_random_deepseek-v4-pro DLBench/433
[07-02 20:45:39] [fail    ] fewshot_random_deepseek-v4-pro DLBench/434
[07-02 20:46:07] [fail    ] fewshot_random_deepseek-v4-pro DLBench/435
[07-02 20:46:36] [pass    ] fewshot_random_deepseek-v4-pro DLBench/437
[07-02 20:47:31] [patch_error] fewshot_random_deepseek-v4-pro DLBench/438
[07-02 20:53:01] [patch_error] fewshot_random_deepseek-v4-pro DLBench/439
[07-02 20:54:38] [fail    ] fewshot_random_deepseek-v4-pro DLBench/440
[07-02 20:54:53] [no_code ] fewshot_random_deepseek-v4-pro DLBench/441
[07-02 20:55:06] [pass    ] fewshot_random_deepseek-v4-pro DLBench/442
[07-02 20:55:44] [pass    ] fewshot_random_deepseek-v4-pro DLBench/443
[07-02 20:56:54] [error   ] fewshot_random_deepseek-v4-pro DLBench/444
[07-02 20:57:22] [fail    ] fewshot_random_deepseek-v4-pro DLBench/445
[07-02 20:57:48] [pass    ] fewshot_random_deepseek-v4-pro DLBench/446
[07-02 21:00:20] [fail    ] fewshot_random_deepseek-v4-pro DLBench/447
[07-02 21:00:50] [pass    ] fewshot_random_deepseek-v4-pro DLBench/448
[07-02 21:02:52] [fail    ] fewshot_random_deepseek-v4-pro DLBench/449
[07-02 21:03:39] [fail    ] fewshot_random_deepseek-v4-pro DLBench/450
[07-02 21:04:38] [error   ] fewshot_random_deepseek-v4-pro DLBench/451
[07-02 21:05:05] [patch_error] fewshot_random_deepseek-v4-pro DLBench/452
[07-02 21:05:39] [fail    ] fewshot_random_deepseek-v4-pro DLBench/453
[07-02 21:06:11] [pass    ] fewshot_random_deepseek-v4-pro DLBench/454
[07-02 21:07:54] [no_code ] fewshot_random_deepseek-v4-pro DLBench/455
[07-02 21:08:28] [error   ] fewshot_random_deepseek-v4-pro DLBench/456
[07-02 21:09:39] [fail    ] fewshot_random_deepseek-v4-pro DLBench/457
[07-02 21:10:19] [fail    ] fewshot_random_deepseek-v4-pro DLBench/458
[07-02 21:11:01] [fail    ] fewshot_random_deepseek-v4-pro DLBench/459
[07-02 21:11:54] [no_code ] fewshot_random_deepseek-v4-pro DLBench/460
[07-02 21:12:44] [fail    ] fewshot_random_deepseek-v4-pro DLBench/461
[07-02 21:13:08] [no_code ] fewshot_random_deepseek-v4-pro DLBench/462
[07-02 21:14:14] [no_code ] fewshot_random_deepseek-v4-pro DLBench/463
[07-02 21:14:53] [fail    ] fewshot_random_deepseek-v4-pro DLBench/464
[07-02 21:16:39] [fail    ] fewshot_random_deepseek-v4-pro DLBench/465
[07-02 21:17:26] [no_code ] fewshot_random_deepseek-v4-pro DLBench/466
[07-02 21:18:11] [fail    ] fewshot_random_deepseek-v4-pro DLBench/467
[07-02 21:18:40] [patch_error] fewshot_random_deepseek-v4-pro DLBench/468
[07-02 21:19:41] [fail    ] fewshot_random_deepseek-v4-pro DLBench/470
[07-02 21:20:25] [fail    ] fewshot_random_deepseek-v4-pro DLBench/471
[07-02 21:23:07] [patch_error] fewshot_random_deepseek-v4-pro DLBench/472
[07-02 21:23:52] [fail    ] fewshot_random_deepseek-v4-pro DLBench/473
[07-02 21:24:38] [fail    ] fewshot_random_deepseek-v4-pro DLBench/474
[07-02 21:27:04] [pass    ] fewshot_random_deepseek-v4-pro DLBench/475
[07-02 21:27:43] [fail    ] fewshot_random_deepseek-v4-pro DLBench/476
[07-02 21:28:30] [pass    ] fewshot_random_deepseek-v4-pro DLBench/477
[07-02 21:29:05] [fail    ] fewshot_random_deepseek-v4-pro DLBench/478
[07-02 21:29:38] [fail    ] fewshot_random_deepseek-v4-pro DLBench/479
[07-02 21:30:03] [pass    ] fewshot_random_deepseek-v4-pro DLBench/48
[07-02 21:32:00] [pass    ] fewshot_random_deepseek-v4-pro DLBench/480
[07-02 21:32:34] [fail    ] fewshot_random_deepseek-v4-pro DLBench/482
[07-02 21:33:30] [patch_error] fewshot_random_deepseek-v4-pro DLBench/483
[07-02 21:34:21] [pass    ] fewshot_random_deepseek-v4-pro DLBench/484
[07-02 21:35:35] [error   ] fewshot_random_deepseek-v4-pro DLBench/485
[07-02 21:36:32] [fail    ] fewshot_random_deepseek-v4-pro DLBench/486
[07-02 21:38:48] [patch_error] fewshot_random_deepseek-v4-pro DLBench/487
[07-02 21:42:12] [fail    ] fewshot_random_deepseek-v4-pro DLBench/488
[07-02 21:42:51] [pass    ] fewshot_random_deepseek-v4-pro DLBench/489
[07-02 21:43:22] [patch_error] fewshot_random_deepseek-v4-pro DLBench/49
[07-02 21:43:35] [no_code ] fewshot_random_deepseek-v4-pro DLBench/492
[07-02 21:45:15] [no_code ] fewshot_random_deepseek-v4-pro DLBench/494
[07-02 21:45:55] [no_code ] fewshot_random_deepseek-v4-pro DLBench/495
[07-02 21:46:24] [fail    ] fewshot_random_deepseek-v4-pro DLBench/496
[07-02 21:47:29] [fail    ] fewshot_random_deepseek-v4-pro DLBench/497
[07-02 21:48:05] [patch_error] fewshot_random_deepseek-v4-pro DLBench/498
[07-02 21:49:59] [fail    ] fewshot_random_deepseek-v4-pro DLBench/50
[07-02 21:52:27] [fail    ] fewshot_random_deepseek-v4-pro DLBench/500
[07-02 21:53:12] [fail    ] fewshot_random_deepseek-v4-pro DLBench/501
[07-02 21:53:53] [patch_error] fewshot_random_deepseek-v4-pro DLBench/502
[07-02 21:54:32] [no_code ] fewshot_random_deepseek-v4-pro DLBench/503
[07-02 21:55:43] [fail    ] fewshot_random_deepseek-v4-pro DLBench/505
[07-02 21:56:24] [pass    ] fewshot_random_deepseek-v4-pro DLBench/506
[07-02 21:57:34] [error   ] fewshot_random_deepseek-v4-pro DLBench/507
[07-02 21:59:05] [fail    ] fewshot_random_deepseek-v4-pro DLBench/508
[07-02 22:02:43] [patch_error] fewshot_random_deepseek-v4-pro DLBench/509
[07-02 22:04:26] [no_code ] fewshot_random_deepseek-v4-pro DLBench/510
[07-02 22:06:50] [fail    ] fewshot_random_deepseek-v4-pro DLBench/511
[07-02 22:07:32] [fail    ] fewshot_random_deepseek-v4-pro DLBench/512
[07-02 22:09:18] [fail    ] fewshot_random_deepseek-v4-pro DLBench/513
[07-02 22:09:59] [fail    ] fewshot_random_deepseek-v4-pro DLBench/514
[07-02 22:12:15] [fail    ] fewshot_random_deepseek-v4-pro DLBench/515
[07-02 22:13:23] [fail    ] fewshot_random_deepseek-v4-pro DLBench/516
[07-02 22:14:23] [pass    ] fewshot_random_deepseek-v4-pro DLBench/517
[07-02 22:16:09] [patch_error] fewshot_random_deepseek-v4-pro DLBench/518
[07-02 22:17:15] [fail    ] fewshot_random_deepseek-v4-pro DLBench/519
[07-02 22:18:30] [fail    ] fewshot_random_deepseek-v4-pro DLBench/52
[07-02 22:19:32] [pass    ] fewshot_random_deepseek-v4-pro DLBench/520
[07-02 22:20:32] [fail    ] fewshot_random_deepseek-v4-pro DLBench/55
[07-02 22:21:41] [no_code ] fewshot_random_deepseek-v4-pro DLBench/57
[07-02 22:23:24] [fail    ] fewshot_random_deepseek-v4-pro DLBench/63
[07-02 22:24:49] [pass    ] fewshot_random_deepseek-v4-pro DLBench/64
[07-02 22:26:46] [patch_error] fewshot_random_deepseek-v4-pro DLBench/65
[07-02 22:27:33] [pass    ] fewshot_random_deepseek-v4-pro DLBench/68
[07-02 22:28:19] [pass    ] fewshot_random_deepseek-v4-pro DLBench/69
[07-02 22:28:52] [fail    ] fewshot_random_deepseek-v4-pro DLBench/70
[07-02 22:30:03] [fail    ] fewshot_random_deepseek-v4-pro DLBench/71
[07-02 22:31:58] [no_code ] fewshot_random_deepseek-v4-pro DLBench/72
[07-02 22:33:47] [fail    ] fewshot_random_deepseek-v4-pro DLBench/75
[07-02 22:35:07] [pass    ] fewshot_random_deepseek-v4-pro DLBench/76
[07-02 22:35:39] [no_code ] fewshot_random_deepseek-v4-pro DLBench/77
[07-02 22:37:19] [fail    ] fewshot_random_deepseek-v4-pro DLBench/78
[07-02 22:38:40] [no_code ] fewshot_random_deepseek-v4-pro DLBench/80
[07-02 22:40:32] [pass    ] fewshot_random_deepseek-v4-pro DLBench/81
[07-02 22:41:15] [fail    ] fewshot_random_deepseek-v4-pro DLBench/83
[07-02 22:41:35] [fail    ] fewshot_random_deepseek-v4-pro DLBench/84
[07-02 22:41:52] [error   ] fewshot_random_deepseek-v4-pro DLBench/85
[07-02 22:42:26] [fail    ] fewshot_random_deepseek-v4-pro DLBench/87
[07-02 22:44:02] [fail    ] fewshot_random_deepseek-v4-pro DLBench/88
[07-02 22:45:18] [error   ] fewshot_random_deepseek-v4-pro DLBench/89
[07-02 22:45:37] [fail    ] fewshot_random_deepseek-v4-pro DLBench/9
[07-02 22:46:36] [fail    ] fewshot_random_deepseek-v4-pro DLBench/90
[07-02 22:47:20] [fail    ] fewshot_random_deepseek-v4-pro DLBench/92
[07-02 22:48:59] [no_code ] fewshot_random_deepseek-v4-pro DLBench/93
[07-02 22:50:01] [fail    ] fewshot_random_deepseek-v4-pro DLBench/94
[07-02 22:50:43] [fail    ] fewshot_random_deepseek-v4-pro DLBench/95
[07-02 22:51:39] [patch_error] fewshot_random_deepseek-v4-pro DLBench/96
[07-02 22:52:25] [fail    ] fewshot_random_deepseek-v4-pro DLBench/99
[07-02 22:52:25] ===== PHASE: dlbench-fewshot-random-deepseek-v4-flash =====
[07-02 22:52:50] [no_code ] fewshot_random_deepseek-v4-flash DLBench/0
[07-02 22:53:26] [pass    ] fewshot_random_deepseek-v4-flash DLBench/101
[07-02 22:53:46] [fail    ] fewshot_random_deepseek-v4-flash DLBench/102
[07-02 22:54:02] [fail    ] fewshot_random_deepseek-v4-flash DLBench/103
[07-02 22:54:40] [pass    ] fewshot_random_deepseek-v4-flash DLBench/104
[07-02 22:55:07] [fail    ] fewshot_random_deepseek-v4-flash DLBench/106
[07-02 22:55:26] [pass    ] fewshot_random_deepseek-v4-flash DLBench/107
[07-02 22:55:57] [fail    ] fewshot_random_deepseek-v4-flash DLBench/108
[07-02 22:56:29] [fail    ] fewshot_random_deepseek-v4-flash DLBench/109
[07-02 22:56:40] [pass    ] fewshot_random_deepseek-v4-flash DLBench/110
[07-02 22:57:04] [patch_error] fewshot_random_deepseek-v4-flash DLBench/112
[07-02 22:57:20] [pass    ] fewshot_random_deepseek-v4-flash DLBench/113
[07-02 22:57:50] [fail    ] fewshot_random_deepseek-v4-flash DLBench/114
[07-02 22:58:13] [fail    ] fewshot_random_deepseek-v4-flash DLBench/115
[07-02 22:58:33] [fail    ] fewshot_random_deepseek-v4-flash DLBench/116
[07-02 22:58:45] [pass    ] fewshot_random_deepseek-v4-flash DLBench/117
[07-02 22:59:14] [pass    ] fewshot_random_deepseek-v4-flash DLBench/118
[07-02 22:59:28] [pass    ] fewshot_random_deepseek-v4-flash DLBench/119
[07-02 22:59:58] [patch_error] fewshot_random_deepseek-v4-flash DLBench/120
[07-02 23:00:24] [no_code ] fewshot_random_deepseek-v4-flash DLBench/122
[07-02 23:00:49] [patch_error] fewshot_random_deepseek-v4-flash DLBench/123
[07-02 23:01:18] [no_code ] fewshot_random_deepseek-v4-flash DLBench/124
[07-02 23:01:44] [error   ] fewshot_random_deepseek-v4-flash DLBench/126
[07-02 23:02:09] [no_code ] fewshot_random_deepseek-v4-flash DLBench/127
[07-02 23:03:06] [fail    ] fewshot_random_deepseek-v4-flash DLBench/128
[07-02 23:03:19] [pass    ] fewshot_random_deepseek-v4-flash DLBench/13
[07-02 23:03:41] [fail    ] fewshot_random_deepseek-v4-flash DLBench/130
[07-02 23:04:07] [error   ] fewshot_random_deepseek-v4-flash DLBench/131
[07-02 23:04:20] [fail    ] fewshot_random_deepseek-v4-flash DLBench/132
[07-02 23:04:46] [patch_error] fewshot_random_deepseek-v4-flash DLBench/133
[07-02 23:04:56] [pass    ] fewshot_random_deepseek-v4-flash DLBench/134
[07-02 23:05:04] [pass    ] fewshot_random_deepseek-v4-flash DLBench/135
[07-02 23:05:36] [pass    ] fewshot_random_deepseek-v4-flash DLBench/136
[07-02 23:11:33] [fail    ] fewshot_random_deepseek-v4-flash DLBench/137
[07-02 23:11:54] [no_code ] fewshot_random_deepseek-v4-flash DLBench/138
[07-02 23:12:16] [pass    ] fewshot_random_deepseek-v4-flash DLBench/139
[07-02 23:12:31] [fail    ] fewshot_random_deepseek-v4-flash DLBench/14
[07-02 23:12:40] [error   ] fewshot_random_deepseek-v4-flash DLBench/140
[07-02 23:13:04] [no_code ] fewshot_random_deepseek-v4-flash DLBench/141
[07-02 23:14:26] [fail    ] fewshot_random_deepseek-v4-flash DLBench/143
[07-03 02:02:28] [pass    ] fewshot_random_deepseek-v4-flash DLBench/145
[07-03 02:02:53] [pass    ] fewshot_random_deepseek-v4-flash DLBench/147
[07-03 02:02:57] [patch_error] fewshot_random_deepseek-v4-flash DLBench/148
[07-03 02:03:27] [fail    ] fewshot_random_deepseek-v4-flash DLBench/149
[07-03 03:02:12] [fail    ] fewshot_random_deepseek-v4-flash DLBench/150
[07-03 03:36:43] [fail    ] fewshot_random_deepseek-v4-flash DLBench/151
[07-03 03:36:56] [error   ] fewshot_random_deepseek-v4-flash DLBench/154
[07-03 03:37:26] [fail    ] fewshot_random_deepseek-v4-flash DLBench/155
[07-03 06:58:25]    gen-fail deepseek-v4-flash: deepseek-v4-flash: failed after 4 retries: ("Connection broken: ConnectionResetError(54, 'Connection reset by peer')", C
[07-03 06:58:38] [pass    ] fewshot_random_deepseek-v4-flash DLBench/157
